,0,1
No. of Crashes By Severity By Year,25,"['Sum:' '13,428' '13,483' '14,036' '13,703' '13,476' '13,828' '13,718'
 '13,851' '14,243' '14,292' '6,020' '144,078' nan '4' '15,655' '206,911'
 '81,841' '21,412' '926' '15,311' '754' '676' '4,624' '348,114']"
